model,step,layer,coarse_band,coarse_V,sum_constituent_fine_V,within_group_response_cross_term,cross_term_over_coarse_V,coarse_input_energy,sum_constituent_fine_energy,energy_reconstruction_relative_error
lb,10000,1,M,0.0875101238489151,0.08722245879471291,0.0002876650542021908,0.003287220284350644,7.677409648895264,7.677409648895263,1.1568725134107297e-16
lb,10000,1,T,0.0032155117951333,0.0031704527452801265,4.505904985317331e-05,0.014013025833514436,0.6791390776634216,0.6791390959406268,2.6912315599103195e-08
lb,10000,2,H,1.816232681274414,1.816232681274414,0.0,0.0,4.563104152679443,4.563104152679443,0.0
lb,10000,2,M,0.0183637700974941,0.0182750046369618,8.876546053230086e-05,0.004833727500455568,0.8662458062171936,0.8662457689642906,4.300500241068841e-08
lb,10000,2,T,0.0007385349017567,0.0007290604902434957,9.474411513204356e-06,0.012828657779975263,0.115096166729927,0.11509617904084699,1.0696203306798541e-07
lb,10000,3,H,7.392679691314697,7.392679691314697,0.0,0.0,14.926802635192873,14.926802635192873,0.0
lb,10000,3,M,0.0645005106925964,0.06125993316527441,0.003240577527321986,0.05024111425669613,2.862175941467285,2.862175837159157,3.644364654377619e-08
lb,10000,3,T,0.0009247319540008,0.0009282592111502655,-3.5272571494654806e-06,-0.00381435629449702,0.2027801871299743,0.202780194522347,3.6455103384789526e-08
lb,10000,4,H,8.128643035888672,8.128643035888672,0.0,0.0,10.45883560180664,10.45883560180664,0.0
lb,10000,4,M,0.0955837741494178,0.08871327189262941,0.006870502256788383,0.07187937825146269,2.5394446849823,2.5394448190927505,5.281093600413024e-08
lb,10000,4,T,0.0020877528004348,0.002061046364360373,2.670643607442704e-05,0.012791953179928725,0.3193464279174804,0.31934641697443994,3.426698881568256e-08
lb,10000,5,H,11.434919357299805,11.434919357299805,0.0,0.0,20.65571594238281,20.65571594238281,0.0
lb,10000,5,M,0.1982994079589843,0.1975599820725618,0.000739425886422479,0.0037288355725974723,6.247803211212158,6.247802525758743,1.09711108327947e-07
lb,10000,5,T,0.0021628697868436,0.0021361159506339583,2.675383620964148e-05,0.01236960096829726,0.4328374862670898,0.43283746443921667,5.0429719727733494e-08
lb,10000,6,H,11.223835945129396,11.223835945129396,0.0,0.0,21.32274055480957,21.32274055480957,0.0
lb,10000,6,M,0.1968355923891067,0.1953715675044804,0.001464024884626297,0.007437805667443504,6.719616889953613,6.719617128372192,3.548097800903175e-08
lb,10000,6,T,0.0034014848060905,0.0034279230226272822,-2.643821653678215e-05,-0.007772551707255438,0.624495267868042,0.6244952331762756,5.555168811278531e-08
